Edition,Round,Date,Home Club,Away Club,Home Score,AwayScore
2016,Group F,10/03/2016,Grêmio,San Lorenzo de Almagro,1,1
2016,Group G,10/03/2016,Deportivo Táchira,Pumas UNAM,2,0
2016,Group B,9/03/2016,Rosario Central,River Plate,4,1
2016,Group D,9/03/2016,Atlético Nacional,Peñarol,2,0
2016,Group D,9/03/2016,Sporting Cristal,Huracán,3,2
2016,Group H,9/03/2016,Cerro Porteño,Corinthians,3,2
2016,Group H,9/03/2016,Cobresal,Santa Fe,1,2
2016,Group G,8/03/2016,Emelec,Olimpia,2,2
2016,Group B,4/03/2016,Palmeiras,Rosario Central,2,0
2016,Group C,4/03/2016,Bolívar,Deportivo Cali,5,0
2016,Group C,3/03/2016,Boca Juniors,Racing Club,0,0
2016,Group F,3/03/2016,Grêmio,LDU de Quito,4,0
2016,Group H,3/03/2016,Corinthians,Santa Fe,1,0
2016,Group A,2/03/2016,The Strongest,Trujillanos FC,2,1
2016,Group B,2/03/2016,Nacional,River Plate,0,0
2016,Group D,2/03/2016,Atlético Nacional,Sporting Cristal,3,0
2016,Group D,2/03/2016,Peñarol,Huracán,0,1
2016,Group F,2/03/2016,San Lorenzo de Almagro,Toluca FC,1,1
2016,Group E,1/03/2016,FBC Melgar,Independiente,0,1
2016,Group G,1/03/2016,Olimpia,Pumas UNAM,0,2
2016,Group A,26/02/2016,Trujillanos FC,River Plate,0,4
2016,Group G,26/02/2016,Emelec,Deportivo Táchira,2,0
2016,Group B,25/02/2016,Rosario Central,Nacional,1,1
2016,Group C,25/02/2016,Deportivo Cali,Boca Juniors,0,0
2016,Group E,25/02/2016,Atlético Mineiro,Independiente,1,0
2016,Group H,25/02/2016,Cerro Porteño,Cobresal,2,1
2016,Group C,24/02/2016,Racing Club,Bolívar,4,1
2016,Group D,24/02/2016,Huracán,Atlético Nacional,0,2
2016,Group E,24/02/2016,Colo Colo,FBC Melgar,1,0
2016,Group F,23/02/2016,LDU de Quito,San Lorenzo de Almagro,2,0
2016,Group D,19/02/2016,Sporting Cristal,Peñarol,1,1
2016,Group E,19/02/2016,Independiente,Colo Colo,1,1
2016,Group G,19/02/2016,Pumas UNAM,Emelec,4,2
2016,Group E,18/02/2016,FBC Melgar,Atlético Mineiro,1,2
2016,Group F,18/02/2016,Toluca FC,Grêmio,2,0
2016,Group H,18/02/2016,Cobresal,Corinthians,0,1
2016,Group A,17/02/2016,São Paulo,The Strongest,0,1
2016,Group B,17/02/2016,River Plate,Palmeiras,2,2
2016,Group G,17/02/2016,Deportivo Táchira,Olimpia,2,1
2016,Group H,17/02/2016,Santa Fe,Cerro Porteño,0,0
2016,Qualifying Match,12/02/2016,Santa Fe,Oriente Petrolero,3,0
2016,Qualifying Match,11/02/2016,Guaraní,Independiente,2,1
2016,Qualifying Match,11/02/2016,Racing Club,Club Puebla,1,0
2016,Qualifying Match,11/02/2016,São Paulo,Universidad César Vallejo,1,0
2016,Qualifying Match,10/02/2016,Caracas,Huracán,2,1
2016,Qualifying Match,9/02/2016,Universidad de Chile,River Plate,0,0
2016,Qualifying Match,5/02/2016,Oriente Petrolero,Santa Fe,1,3
2016,Qualifying Match,4/02/2016,Independiente,Guaraní,1,0
2016,Qualifying Match,4/02/2016,Club Puebla,Racing Club,2,2
2016,Qualifying Match,4/02/2016,Universidad César Vallejo,São Paulo,1,1
2016,Qualifying Match,3/02/2016,River Plate,Universidad de Chile,2,0
2016,Qualifying Match,2/02/2016,Huracán,Caracas,1,0
2015,Final,6/08/2015,River Plate,Tigres UANL,3,0
2015,Final,30/07/2015,Tigres UANL,River Plate,0,0
2015,Semifinal,23/07/2015,Tigres UANL,Internacional,3,1
2015,Semifinal,22/07/2015,Guaraní,River Plate,1,1
2015,Semifinal,16/07/2015,Internacional,Tigres UANL,2,1
2015,Semifinal,15/07/2015,River Plate,Guaraní,2,0
2015,Quarterfinal,29/05/2015,Racing Club,Guaraní,0,0
2015,Quarterfinal,28/05/2015,Cruzeiro,River Plate,0,3
2015,Quarterfinal,28/05/2015,Internacional,Santa Fe,2,0
2015,Quarterfinal,27/05/2015,Tigres UANL,Emelec,2,0
2015,Quarterfinal,22/05/2015,River Plate,Cruzeiro,0,1
2015,Quarterfinal,22/05/2015,Guaraní,Racing Club,1,0
2015,Quarterfinal,21/05/2015,Santa Fe,Internacional,1,0
2015,Quarterfinal,20/05/2015,Emelec,Tigres UANL,1,0
2015,Round of 16,15/05/2015,Atlético Nacional,Emelec,1,0
2015,Round of 16,15/05/2015,Boca Juniors,River Plate,0,3
2015,Round of 16,14/05/2015,Racing Club,Montevideo Wanderers,2,1
2015,Round of 16,14/05/2015,Corinthians,Guaraní,0,1
2015,Round of 16,14/05/2015,Cruzeiro,São Paulo,1,0
2015,Round of 16,14/05/2015,Internacional,Atlético Mineiro,3,1
2015,Round of 16,13/05/2015,Santa Fe,Estudiantes de la Plata,2,0
2015,Round of 16,8/05/2015,River Plate,Boca Juniors,1,0
2015,Round of 16,8/05/2015,Emelec,Atlético Nacional,2,0
2015,Round of 16,7/05/2015,Montevideo Wanderers,Racing Club,1,1
2015,Round of 16,7/05/2015,São Paulo,Cruzeiro,1,0
2015,Round of 16,7/05/2015,Guaraní,Corinthians,2,0
2015,Round of 16,7/05/2015,Atlético Mineiro,Internacional,2,2
2015,Round of 16,6/05/2015,Tigres UANL,Universitario,1,1
2015,Round of 16,6/05/2015,Estudiantes de la Plata,Santa Fe,2,1
2015,Round of 16,29/04/2015,Universitario,Tigres UANL,1,2
2015,Group A,23/04/2015,Atlético Mineiro,Colo Colo,2,0
2015,Group A,23/04/2015,Santa Fe,Atlas,3,1
2015,Group B,23/04/2015,San Lorenzo de Almagro,Danubio,0,1
2015,Group B,23/04/2015,São Paulo,Corinthians,2,0
2015,Group C,22/04/2015,Cruzeiro,Universitario,2,0
2015,Group C,22/04/2015,Mineros de Guayana,Huracán,3,0
2015,Group D,22/04/2015,Internacional,The Strongest,1,0
2015,Group D,22/04/2015,Emelec,Universidad de Chile,2,0
2015,Group G,22/04/2015,Barcelona SC,Estudiantes de la Plata,0,2
2015,Group G,22/04/2015,Atlético Nacional,Libertad,4,0
2015,Group B,17/04/2015,Corinthians,San Lorenzo de Almagro,0,0
2015,Group D,17/04/2015,Universidad de Chile,Internacional,0,4
2015,Group E,17/04/2015,Zamora FC,Montevideo Wanderers,0,3
2015,Group E,17/04/2015,Boca Juniors,Palestino,2,0
2015,Group A,16/04/2015,Colo Colo,Santa Fe,0,3
2015,Group A,16/04/2015,Atlas,Atlético Mineiro,1,0
2015,Group B,16/04/2015,Danubio,São Paulo,1,2
2015,Group F,16/04/2015,River Plate,San José,3,0
2015,Group F,16/04/2015,Juan Aurich,Tigres UANL,4,5
2015,Group C,15/04/2015,Universitario,Mineros de Guayana,2,0
2015,Group C,15/04/2015,Huracán,Cruzeiro,3,1
2015,Group D,15/04/2015,The Strongest,Emelec,1,0
2015,Group H,15/04/2015,Racing Club,Deportivo Táchira,3,2
2015,Group H,15/04/2015,Sporting Cristal,Guaraní,1,1
2015,Group A,10/04/2015,Atlético Mineiro,Santa Fe,2,0
2015,Group E,10/04/2015,Montevideo Wanderers,Boca Juniors,0,3
2015,Group G,10/04/2015,Estudiantes de la Plata,Atlético Nacional,0,1
2015,Group G,10/04/2015,Libertad,Barcelona SC,1,1
2015,Group C,9/04/2015,Huracán,Universitario,1,1
2015,Group C,9/04/2015,Cruzeiro,Mineros de Guayana,3,0
2015,Group F,9/04/2015,Tigres UANL,River Plate,2,2
2015,Group H,9/04/2015,Deportivo Táchira,Sporting Cristal,0,0
2015,Group A,8/04/2015,Atlas,Colo Colo,1,3
2015,Group E,8/04/2015,Palestino,Zamora FC,4,0
2015,Group F,8/04/2015,San José,Juan Aurich,1,1
2015,Group H,8/04/2015,Guaraní,Racing Club,2,0
2015,Group B,2/04/2015,San Lorenzo de Almagro,São Paulo,1,0
2015,Group B,2/04/2015,Corinthians,Danubio,4,0
2015,Group C,20/03/2015,Mineros de Guayana,Cruzeiro,0,2
2015,Group E,20/03/2015,Palestino,Montevideo Wanderers,1,1
2015,Group F,20/03/2015,River Plate,Juan Aurich,1,1
2015,Group G,20/03/2015,Atlético Nacional,Barcelona SC,2,3
2015,Group A,19/03/2015,Santa Fe,Atlético Mineiro,0,1
2015,Group B,19/03/2015,São Paulo,San Lorenzo de Almagro,1,0
2015,Group H,19/03/2015,Deportivo Táchira,Guaraní,1,1
2015,Group B,18/03/2015,Danubio,Corinthians,1,2
2015,Group D,18/03/2015,Emelec,Internacional,1,1
2015,Group D,18/03/2015,The Strongest,Universidad de Chile,5,3
2015,Group E,18/03/2015,Zamora FC,Boca Juniors,1,5
2015,Group F,18/03/2015,Tigres UANL,San José,4,0
2015,Group G,18/03/2015,Estudiantes de la Plata,Libertad,1,0
2015,Group H,18/03/2015,Sporting Cristal,Racing Club,0,2
2015,Group F,13/03/2015,Juan Aurich,River Plate,1,1
2015,Group E,12/03/2015,Boca Juniors,Zamora FC,5,0
2015,Group F,12/03/2015,San José,Tigres UANL,0,1
2015,Group G,12/03/2015,Barcelona SC,Atlético Nacional,1,2
2015,Group G,12/03/2015,Libertad,Estudiantes de la Plata,1,0
2015,Group H,11/03/2015,Racing Club,Sporting Cristal,1,2
2015,Group H,11/03/2015,Guaraní,Deportivo Táchira,5,2
2015,Group C,10/03/2015,Universitario,Huracán,0,0
2015,Group E,10/03/2015,Montevideo Wanderers,Palestino,1,0
2015,Group D,6/03/2015,Universidad de Chile,The Strongest,3,1
2015,Group F,6/03/2015,River Plate,Tigres UANL,1,1
2015,Group F,6/03/2015,Juan Aurich,San José,2,0
2015,Group G,6/03/2015,Atlético Nacional,Estudiantes de la Plata,1,1
2015,Group B,5/03/2015,San Lorenzo de Almagro,Corinthians,0,1
2015,Group D,5/03/2015,Internacional,Emelec,3,2
2015,Group A,4/03/2015,Colo Colo,Atlas,2,0
2015,Group C,4/03/2015,Cruzeiro,Huracán,0,0
2015,Group C,3/03/2015,Mineros de Guayana,Universitario,0,1
2015,Group G,3/03/2015,Barcelona SC,Libertad,0,1
2015,Group A,27/02/2015,Santa Fe,Colo Colo,3,1
2015,Group D,27/02/2015,Internacional,Universidad de Chile,3,1
2015,Group E,27/02/2015,Zamora FC,Palestino,0,1
2015,Group E,27/02/2015,Boca Juniors,Montevideo Wanderers,2,1
2015,Group B,26/02/2015,São Paulo,Danubio,4,0
2015,Group C,26/02/2015,Universitario,Cruzeiro,0,0
2015,Group A,25/02/2015,Atlético Mineiro,Atlas,0,1
2015,Group D,25/02/2015,Emelec,The Strongest,3,0
2015,Group G,25/02/2015,Estudiantes de la Plata,Barcelona SC,3,0
2015,Group H,25/02/2015,Racing Club,Guaraní,4,1
2015,Group H,25/02/2015,Sporting Cristal,Deportivo Táchira,1,1
2015,Group C,24/02/2015,Huracán,Mineros de Guayana,2,2
2015,Group F,20/02/2015,San José,River Plate,2,0
2015,Group A,19/02/2015,Colo Colo,Atlético Mineiro,2,0
2015,Group B,19/02/2015,Danubio,San Lorenzo de Almagro,1,2
2015,Group B,19/02/2015,Corinthians,São Paulo,2,0
2015,Group F,19/02/2015,Tigres UANL,Juan Aurich,3,0
2015,Group G,19/02/2015,Libertad,Atlético Nacional,2,2
2015,Group A,18/02/2015,Atlas,Santa Fe,0,1
2015,Group D,18/02/2015,The Strongest,Internacional,3,1
2015,Group E,18/02/2015,Palestino,Boca Juniors,0,2
2015,Group H,18/02/2015,Deportivo Táchira,Racing Club,0,5
2015,Group H,18/02/2015,Guaraní,Sporting Cristal,2,2
2015,Group D,17/02/2015,Universidad de Chile,Emelec,0,1
2015,Group E,17/02/2015,Montevideo Wanderers,Zamora FC,3,2
2015,Qualifying Match,13/02/2015,Estudiantes de la Plata,Independiente,4,0
2015,Qualifying Match,12/02/2015,Once Caldas,Corinthians,1,1
2015,Qualifying Match,12/02/2015,Nacional,Palestino,2,1
2015,Qualifying Match,11/02/2015,The Strongest,Monarcas Morelia,2,0
2015,Qualifying Match,11/02/2015,Cerro Porteño,Deportivo Táchira,2,2
2015,Qualifying Match,10/02/2015,Huracán,Alianza Lima,0,0
2015,Qualifying Match,6/02/2015,Independiente,Estudiantes de la Plata,1,0
2015,Qualifying Match,5/02/2015,Palestino,Nacional,1,0
2015,Qualifying Match,5/02/2015,Deportivo Táchira,Cerro Porteño,2,1
2015,Qualifying Match,5/02/2015,Corinthians,Once Caldas,4,0
2015,Qualifying Match,4/02/2015,Alianza Lima,Huracán,0,4
2015,Qualifying Match,4/02/2015,Monarcas Morelia,The Strongest,1,1
2014,Final,14/08/2014,San Lorenzo de Almagro,Nacional Asunción,1,0
2014,Final,7/08/2014,Nacional Asunción,San Lorenzo de Almagro,1,1
2014,Semifinal,31/07/2014,Bolívar,San Lorenzo de Almagro,1,0
2014,Semifinal,30/07/2014,Defensor Sporting,Nacional Asunción,1,0
2014,Semifinal,24/07/2014,San Lorenzo de Almagro,Bolívar,5,0
2014,Semifinal,23/07/2014,Nacional Asunción,Defensor Sporting,2,0
2014,Quarterfinal,16/05/2014,Bolívar,Lanús,1,0
2014,Quarterfinal,16/05/2014,Defensor Sporting,Atlético Nacional,1,0
2014,Quarterfinal,15/05/2014,Arsenal de Sarandí,Nacional Asunción,0,0
2014,Quarterfinal,15/05/2014,Cruzeiro,San Lorenzo de Almagro,1,1
2014,Quarterfinal,9/05/2014,Atlético Nacional,Defensor Sporting,0,2
2014,Quarterfinal,9/05/2014,Lanús,Bolívar,1,1
2014,Quarterfinal,8/05/2014,Nacional Asunción,Arsenal de Sarandí,1,0
2014,Quarterfinal,8/05/2014,San Lorenzo de Almagro,Cruzeiro,1,0
2014,Round of 16,2/05/2014,Atlético Mineiro,Atlético Nacional,1,1
2014,Round of 16,1/05/2014,Cerro Porteño,Cruzeiro,0,2
2014,Round of 16,1/05/2014,Unión Española,Arsenal de Sarandí,0,1
2014,Round of 16,1/05/2014,Grêmio,San Lorenzo de Almagro,1,0
2014,Round of 16,30/04/2014,Vélez Sarsfield,Nacional Asunción,2,2
2014,Round of 16,30/04/2014,Defensor Sporting,The Strongest,2,0
2014,Round of 16,25/04/2014,Arsenal de Sarandí,Unión Española,0,0
2014,Round of 16,24/04/2014,Santos Laguna,Lanús,0,2
2014,Round of 16,24/04/2014,Nacional Asunción,Vélez Sarsfield,1,0
2014,Round of 16,24/04/2014,Atlético Nacional,Atlético Mineiro,1,0
2014,Round of 16,24/04/2014,San Lorenzo de Almagro,Grêmio,1,0
2014,Round of 16,23/04/2014,Bolívar,León,1,1
2014,Round of 16,18/04/2014,The Strongest,Defensor Sporting,2,0
2014,Round of 16,17/04/2014,León,Bolívar,2,2
2014,Round of 16,17/04/2014,Cruzeiro,Cerro Porteño,1,1
2014,Round of 16,17/04/2014,Lanús,Santos Laguna,2,1
2014,Group F,11/04/2014,Newell's Old Boys,Atlético Nacional,1,3
2014,Group F,11/04/2014,Grêmio,Nacional,1,0
2014,Group H,11/04/2014,Peñarol,Deportivo Anzoátegui,1,1
2014,Group H,11/04/2014,Arsenal de Sarandí,Santos Laguna,3,0
2014,Group B,10/04/2014,Unión Española,Independiente,4,5
2014,Group B,10/04/2014,San Lorenzo de Almagro,Botafogo FR,3,0
2014,Group D,10/04/2014,Nacional Asunción,Santa Fe,3,2
2014,Group D,10/04/2014,Atlético Mineiro,Zamora FC,1,0
2014,Group E,10/04/2014,Defensor Sporting,Universidad de Chile,1,1
2014,Group E,10/04/2014,Cruzeiro,Cusco FC,3,0
2014,Group G,10/04/2014,Flamengo,León,2,3
2014,Group G,10/04/2014,Bolívar,Emelec,2,1
2014,Group A,9/04/2014,The Strongest,Atlético PR,2,1
2014,Group A,9/04/2014,Vélez Sarsfield,Universitario de Deportes,1,0
2014,Group C,9/04/2014,Cerro Porteño,Deportivo Cali,3,2
2014,Group C,9/04/2014,O'Higgins,Lanús,0,0
2014,Group D,4/04/2014,Santa Fe,Atlético Mineiro,1,1
2014,Group E,4/04/2014,Universidad de Chile,Cruzeiro,0,2
2014,Group B,3/04/2014,Botafogo FR,Unión Española,0,1
2014,Group F,3/04/2014,Atlético Nacional,Grêmio,0,2
2014,Group G,3/04/2014,Emelec,Flamengo,1,2
2014,Group E,2/04/2014,Cusco FC,Defensor Sporting,0,2
2014,Group A,28/03/2014,Universitario de Deportes,The Strongest,3,3
2014,Group B,28/03/2014,Independiente,San Lorenzo de Almagro,1,1
2014,Group A,27/03/2014,Atlético PR,Vélez Sarsfield,1,3
2014,Group C,27/03/2014,Deportivo Cali,O'Higgins,1,1
2014,Group C,27/03/2014,Lanús,Cerro Porteño,2,0
2014,Group F,27/03/2014,Nacional,Newell's Old Boys,2,4
2014,Group G,27/03/2014,León,Bolívar,0,1
2014,Group H,27/03/2014,Deportivo Anzoátegui,Arsenal de Sarandí,1,3
2014,Group D,26/03/2014,Zamora FC,Nacional Asunción,2,0
2014,Group H,26/03/2014,Santos Laguna,Peñarol,4,1
2014,Group B,21/03/2014,Unión Española,San Lorenzo de Almagro,1,0
2014,Group E,21/03/2014,Cruzeiro,Defensor Sporting,2,2
2014,Group A,20/03/2014,Atlético PR,Universitario de Deportes,3,0
2014,Group C,20/03/2014,Cerro Porteño,O'Higgins,2,1
2014,Group C,20/03/2014,Lanús,Deportivo Cali,2,0
2014,Group F,20/03/2014,Newell's Old Boys,Grêmio,1,1
2014,Group G,20/03/2014,Bolívar,Flamengo,1,0
2014,Group G,20/03/2014,León,Emelec,3,0
2014,Group A,19/03/2014,Vélez Sarsfield,The Strongest,2,0
2014,Group B,19/03/2014,Botafogo FR,Independiente,1,0
2014,Group D,19/03/2014,Atlético Mineiro,Nacional Asunción,1,1
2014,Group D,19/03/2014,Santa Fe,Zamora FC,2,2
2014,Group H,19/03/2014,Peñarol,Arsenal de Sarandí,2,1
2014,Group H,19/03/2014,Santos Laguna,Deportivo Anzoátegui,3,0
2014,Group E,18/03/2014,Universidad de Chile,Cusco FC,1,0
2014,Group F,18/03/2014,Nacional,Atlético Nacional,0,1
2014,Group A,14/03/2014,Universitario de Deportes,Atlético PR,0,1
2014,Group C,14/03/2014,O'Higgins,Cerro Porteño,2,2
2014,Group C,14/03/2014,Deportivo Cali,Lanús,2,1
2014,Group F,14/03/2014,Grêmio,Newell's Old Boys,0,0
2014,Group D,13/03/2014,Nacional Asunción,Atlético Mineiro,2,2
2014,Group D,13/03/2014,Zamora FC,Santa Fe,2,1
2014,Group G,13/03/2014,Flamengo,Bolívar,2,2
2014,Group H,13/03/2014,Arsenal de Sarandí,Peñarol,1,0
2014,Group A,12/03/2014,The Strongest,Vélez Sarsfield,2,0
2014,Group B,12/03/2014,Independiente,Botafogo FR,2,1
2014,Group B,12/03/2014,San Lorenzo de Almagro,Unión Española,1,1
2014,Group E,12/03/2014,Cusco FC,Universidad de Chile,1,2
2014,Group F,12/03/2014,Atlético Nacional,Nacional,2,2
2014,Group G,12/03/2014,Emelec,León,2,1
2014,Group H,12/03/2014,Deportivo Anzoátegui,Santos Laguna,1,1
2014,Group E,11/03/2014,Defensor Sporting,Cruzeiro,2,0
2014,Group F,28/02/2014,Newell's Old Boys,Nacional,4,0
2014,Group B,27/02/2014,San Lorenzo de Almagro,Independiente,1,0
2014,Group D,27/02/2014,Atlético Mineiro,Santa Fe,2,1
2014,Group G,27/02/2014,Flamengo,Emelec,3,1
2014,Group B,26/02/2014,Unión Española,Botafogo FR,1,1
2014,Group C,26/02/2014,Cerro Porteño,Lanús,3,1
2014,Group F,26/02/2014,Grêmio,Atlético Nacional,3,0
2014,Group H,26/02/2014,Arsenal de Sarandí,Deportivo Anzoátegui,3,0
2014,Group A,25/02/2014,Vélez Sarsfield,Atlético PR,2,0
2014,Group E,25/02/2014,Cruzeiro,Universidad de Chile,5,1
2014,Group A,21/02/2014,The Strongest,Universitario de Deportes,1,0
2014,Group D,21/02/2014,Nacional,Zamora FC,1,0
2014,Group C,20/02/2014,O'Higgins,Deportivo Cali,1,0
2014,Group G,20/02/2014,Bolívar,León,1,1
2014,Group B,19/02/2014,Independiente,Unión Española,2,2
2014,Group E,19/02/2014,Defensor Sporting,Cusco FC,4,1
2014,Group H,19/02/2014,Peñarol,Santos Laguna,0,2
2014,Group C,14/02/2014,Lanús,O'Higgins,0,0
2014,Group F,14/02/2014,Atlético Nacional,Newell's Old Boys,1,0
2014,Group F,14/02/2014,Nacional,Grêmio,0,1
2014,Group G,14/02/2014,Emelec,Bolívar,2,1
2014,Group A,13/02/2014,Atlético PR,The Strongest,1,0
2014,Group C,13/02/2014,Deportivo Cali,Cerro Porteño,1,0
2014,Group E,13/02/2014,Universidad de Chile,Defensor Sporting,1,0
2014,Group E,13/02/2014,Cusco FC,Cruzeiro,2,1
2014,Group G,13/02/2014,León,Flamengo,2,1
2014,Group A,12/02/2014,Universitario de Deportes,Vélez Sarsfield,0,1
2014,Group D,12/02/2014,Santa Fe,Nacional,3,1
2014,Group D,12/02/2014,Zamora FC,Atlético Mineiro,0,1
2014,Group H,12/02/2014,Santos Laguna,Arsenal de Sarandí,1,0
2014,Group H,12/02/2014,Deportivo Anzoátegui,Peñarol,1,1
2014,Group B,11/02/2014,Botafogo FR,San Lorenzo de Almagro,2,0
2014,Qualifying Match,7/02/2014,Lanús,Caracas,1,0
2014,Qualifying Match,6/02/2014,Guaraní,Universidad de Chile,2,3
2014,Qualifying Match,6/02/2014,Atlético PR,Sporting Cristal,2,1
2014,Qualifying Match,6/02/2014,Botafogo FR,Deportivo Quito,4,0
2014,Qualifying Match,5/02/2014,Santa Fe,Monarcas Morelia,1,0
2014,Qualifying Match,5/02/2014,Nacional,Oriente Petrolero,2,0
2014,Qualifying Match,31/01/2014,Caracas,Lanús,0,2
2014,Qualifying Match,31/01/2014,Universidad de Chile,Guaraní,1,0
2014,Qualifying Match,30/01/2014,Deportivo Quito,Botafogo FR,1,0
2014,Qualifying Match,30/01/2014,Sporting Cristal,Atlético PR,2,1
2014,Qualifying Match,29/01/2014,Oriente Petrolero,Nacional,1,0
2014,Qualifying Match,29/01/2014,Monarcas Morelia,Santa Fe,2,1
2013,Final,25/07/2013,Atlético Mineiro,Olimpia,2,0
2013,Final,18/07/2013,Olimpia,Atlético Mineiro,2,0
2013,Semifinal,11/07/2013,Atlético Mineiro,Newell's Old Boys,2,0
2013,Semifinal,10/07/2013,Santa Fe,Olimpia,1,0
2013,Semifinal,4/07/2013,Newell's Old Boys,Atlético Mineiro,2,0
2013,Semifinal,3/07/2013,Olimpia,Santa Fe,2,0
2013,Quarterfinal,31/05/2013,Atlético Mineiro,Club Tijuana,1,1
2013,Quarterfinal,30/05/2013,Olimpia,Fluminense FC,2,1
2013,Quarterfinal,30/05/2013,Newell's Old Boys,Boca Juniors,0,0
2013,Quarterfinal,29/05/2013,Santa Fe,Cusco FC,2,0
2013,Quarterfinal,24/05/2013,Club Tijuana,Atlético Mineiro,2,2
2013,Quarterfinal,24/05/2013,Boca Juniors,Newell's Old Boys,0,0
2013,Quarterfinal,23/05/2013,Cusco FC,Santa Fe,1,3
2013,Quarterfinal,23/05/2013,Fluminense FC,Olimpia,0,0
2013,Round of 16,17/05/2013,Olimpia,Tigre,2,0
2013,Round of 16,17/05/2013,Santa Fe,Grêmio,1,0
2013,Round of 16,16/05/2013,Vélez Sarsfield,Newell's Old Boys,1,2
2013,Round of 16,16/05/2013,Corinthians,Boca Juniors,1,1
2013,Round of 16,15/05/2013,Palmeiras,Club Tijuana,1,2
2013,Round of 16,10/05/2013,Nacional,Cusco FC,1,0
2013,Round of 16,9/05/2013,Atlético Mineiro,São Paulo,4,1
2013,Round of 16,9/05/2013,Fluminense FC,Emelec,2,0
2013,Round of 16,3/05/2013,São Paulo,Atlético Mineiro,1,2
2013,Round of 16,3/05/2013,Emelec,Fluminense FC,2,1
2013,Round of 16,2/05/2013,Boca Juniors,Corinthians,1,0
2013,Round of 16,2/05/2013,Grêmio,Santa Fe,2,1
2013,Round of 16,1/05/2013,Club Tijuana,Palmeiras,0,0
2013,Round of 16,1/05/2013,Tigre,Olimpia,2,1
2013,Round of 16,26/04/2013,Cusco FC,Nacional,1,0
2013,Round of 16,25/04/2013,Newell's Old Boys,Vélez Sarsfield,0,1
2013,Group B,19/04/2013,Libertad,Tigre,3,5
2013,Group B,19/04/2013,Sporting Cristal,Palmeiras,1,0
2013,Group H,19/04/2013,Huachipato,Grêmio,1,1
2013,Group H,19/04/2013,Fluminense FC,Caracas,1,0
2013,Group A,18/04/2013,Toluca FC,Boca Juniors,3,2
2013,Group A,18/04/2013,Barcelona SC,Nacional,1,0
2013,Group C,18/04/2013,São Paulo,Atlético Mineiro,2,0
2013,Group C,18/04/2013,Arsenal de Sarandí,The Strongest,2,1
2013,Group F,17/04/2013,Cerro Porteño,Tolima,0,0
2013,Group F,17/04/2013,Santa Fe,Cusco FC,2,0
2013,Group B,12/04/2013,Palmeiras,Libertad,1,0
2013,Group G,12/04/2013,Deportivo Lara,Universidad de Chile,2,3
2013,Group G,12/04/2013,Olimpia,Newell's Old Boys,4,1
2013,Group E,11/04/2013,Corinthians,San José,3,0
2013,Group E,11/04/2013,Club Tijuana,Millonarios,1,0
2013,Group F,11/04/2013,Cusco FC,Cerro Porteño,5,1
2013,Group H,11/04/2013,Grêmio,Fluminense FC,0,0
2013,Group B,10/04/2013,Tigre,Sporting Cristal,3,1
2013,Group D,10/04/2013,Peñarol,Deportes Iquique,3,0
2013,Group D,10/04/2013,Vélez Sarsfield,Emelec,0,0
2013,Group F,10/04/2013,Tolima,Santa Fe,1,2
2013,Group A,5/04/2013,Nacional,Toluca FC,4,0
2013,Group C,5/04/2013,The Strongest,São Paulo,2,1
2013,Group G,5/04/2013,Newell's Old Boys,Deportivo Lara,3,1
2013,Group G,5/04/2013,Universidad de Chile,Olimpia,0,1
2013,Group A,4/04/2013,Boca Juniors,Barcelona SC,1,0
2013,Group C,4/04/2013,Atlético Mineiro,Arsenal de Sarandí,5,2
2013,Group E,4/04/2013,San José,Club Tijuana,1,1
2013,Group E,4/04/2013,Millonarios,Corinthians,0,1
2013,Group H,4/04/2013,Caracas,Huachipato,0,4
2013,Group B,3/04/2013,Palmeiras,Tigre,2,0
2013,Group D,3/04/2013,Emelec,Peñarol,2,0
2013,Group D,3/04/2013,Santa Fe,Cerro Porteño,1,0
2013,Group D,3/04/2013,Deportes Iquique,Vélez Sarsfield,1,3
2013,Group F,3/04/2013,Cusco FC,Tolima,0,3
2013,Group C,15/03/2013,Arsenal de Sarandí,São Paulo,2,1
2013,Group E,15/03/2013,San José,Millonarios,2,0
2013,Group A,14/03/2013,Nacional,Boca Juniors,0,1
2013,Group C,14/03/2013,The Strongest,Atlético Mineiro,1,2
2013,Group E,14/03/2013,Corinthians,Club Tijuana,3,0
2013,Group A,13/03/2013,Barcelona SC,Toluca FC,0,0
2013,Group G,13/03/2013,Deportivo Lara,Olimpia,1,5
2013,Group G,13/03/2013,Universidad de Chile,Newell's Old Boys,0,2
2013,Group H,13/03/2013,Caracas,Grêmio,2,1
2013,Group B,12/03/2013,Sporting Cristal,Libertad,1,1
2013,Group D,12/03/2013,Vélez Sarsfield,Peñarol,3,1
2013,Group A,8/03/2013,Boca Juniors,Nacional,0,1
2013,Group C,8/03/2013,Atlético Mineiro,The Strongest,2,1
2013,Group A,7/03/2013,Toluca FC,Barcelona SC,1,1
2013,Group C,7/03/2013,São Paulo,Arsenal de Sarandí,1,1
2013,Group E,7/03/2013,Club Tijuana,Corinthians,1,0
2013,Group F,7/03/2013,Cerro Porteño,Santa Fe,1,2
2013,Group H,7/03/2013,Fluminense FC,Huachipato,1,1
2013,Group B,6/03/2013,Libertad,Sporting Cristal,2,2
2013,Group B,6/03/2013,Tigre,Palmeiras,1,0
