Edition,Round,Date,Home Club,Away Club,Home Score,AwayScore
2019,Group G,25/04/2019,Jorge Wilstermann,Atlético PR,3,2
2019,Group H,25/04/2019,Rosario Central,Universidad Católica,1,1
2019,Group B,24/04/2019,Huracán,Emelec,1,2
2019,Group C,24/04/2019,Godoy Cruz Antonio Tomba,Sporting Cristal,2,0
2019,Group C,24/04/2019,Universidad Concepción,Olimpia,3,3
2019,Group E,24/04/2019,Atlético Mineiro,Nacional,0,1
2019,Group H,24/04/2019,Libertad,Grêmio,0,2
2019,Group B,23/04/2019,Deportivo Lara,Cruzeiro,0,2
2019,Group A,12/04/2019,River Plate,Alianza Lima,3,0
2019,Group B,12/04/2019,Emelec,Deportivo Lara,2,2
2019,Group D,12/04/2019,Flamengo,San José,6,1
2019,Group B,11/04/2019,Cruzeiro,Huracán,4,0
2019,Group C,11/04/2019,Sporting Cristal,Universidad Concepción,2,0
2019,Group E,11/04/2019,Nacional,Zamora FC,1,0
2019,Group E,11/04/2019,Cerro Porteño,Atlético Mineiro,4,1
2019,Group F,11/04/2019,Palmeiras,Junior FC,3,0
2019,Group G,11/04/2019,Boca Juniors,Jorge Wilstermann,4,0
2019,Group H,11/04/2019,Universidad Católica,Libertad,2,3
2019,Group H,11/04/2019,Grêmio,Rosario Central,3,1
2019,Group A,10/04/2019,Internacional,Palestino,3,2
2019,Group C,10/04/2019,Olimpia,Godoy Cruz Antonio Tomba,2,1
2019,Group D,10/04/2019,Peñarol,LDU de Quito,1,0
2019,Group F,10/04/2019,San Lorenzo de Almagro,FBC Melgar,2,0
2019,Group G,10/04/2019,Atlético PR,Tolima,1,0
2019,Group C,5/04/2019,Sporting Cristal,Olimpia,0,3
2019,Group H,5/04/2019,Universidad Católica,Grêmio,1,0
2019,Group H,5/04/2019,Libertad,Rosario Central,2,0
2019,Group A,4/04/2019,Internacional,River Plate,2,2
2019,Group B,4/04/2019,Emelec,Cruzeiro,0,1
2019,Group B,4/04/2019,Deportivo Lara,Huracán,2,1
2019,Group C,4/04/2019,Universidad Concepción,Godoy Cruz Antonio Tomba,0,0
2019,Group D,4/04/2019,Flamengo,Peñarol,0,1
2019,Group E,4/04/2019,Atlético Mineiro,Zamora FC,3,2
2019,Group G,4/04/2019,Tolima,Jorge Wilstermann,2,2
2019,Group A,3/04/2019,Palestino,Alianza Lima,3,0
2019,Group D,3/04/2019,San José,LDU de Quito,3,3
2019,Group E,3/04/2019,Cerro Porteño,Nacional,1,0
2019,Group F,3/04/2019,FBC Melgar,Junior FC,1,0
2019,Group F,3/04/2019,San Lorenzo de Almagro,Palmeiras,1,0
2019,Group G,3/04/2019,Atlético PR,Boca Juniors,3,0
2019,Group B,28/03/2019,Cruzeiro,Deportivo Lara,2,0
2019,Group B,15/03/2019,Emelec,Huracán,0,0
2019,Group G,15/03/2019,Atlético PR,Jorge Wilstermann,4,0
2019,Group A,14/03/2019,Internacional,Alianza Lima,2,0
2019,Group A,14/03/2019,River Plate,Palestino,0,0
2019,Group D,14/03/2019,Flamengo,LDU de Quito,3,1
2019,Group D,14/03/2019,Peñarol,San José,4,0
2019,Group H,14/03/2019,Universidad Católica,Rosario Central,2,1
2019,Group C,13/03/2019,Sporting Cristal,Godoy Cruz Antonio Tomba,1,1
2019,Group E,13/03/2019,Cerro Porteño,Zamora FC,2,1
2019,Group E,13/03/2019,Nacional,Atlético Mineiro,1,0
2019,Group F,13/03/2019,San Lorenzo de Almagro,Junior FC,1,0
2019,Group H,13/03/2019,Grêmio,Libertad,0,1
2019,Group C,12/03/2019,Olimpia,Universidad Concepción,1,1
2019,Group F,12/03/2019,Palmeiras,FBC Melgar,3,0
2019,Group G,12/03/2019,Boca Juniors,Tolima,3,0
2019,Group B,8/03/2019,Deportivo Lara,Emelec,0,0
2019,Group D,8/03/2019,LDU de Quito,Peñarol,2,0
2019,Group A,7/03/2019,Alianza Lima,River Plate,1,1
2019,Group B,7/03/2019,Huracán,Cruzeiro,0,1
2019,Group E,7/03/2019,Zamora FC,Nacional,0,1
2019,Group F,7/03/2019,Junior FC,Palmeiras,0,2
2019,Group H,7/03/2019,Rosario Central,Grêmio,1,1
2019,Group A,6/03/2019,Palestino,Internacional,0,1
2019,Group C,6/03/2019,Universidad Concepción,Sporting Cristal,5,4
2019,Group E,6/03/2019,Atlético Mineiro,Cerro Porteño,0,1
2019,Group G,6/03/2019,Tolima,Atlético PR,1,0
2019,Group G,6/03/2019,Jorge Wilstermann,Boca Juniors,0,0
2019,Group H,6/03/2019,Libertad,Universidad Católica,4,1
2019,Group C,5/03/2019,Godoy Cruz Antonio Tomba,Olimpia,0,0
2019,Group D,5/03/2019,San José,Flamengo,0,1
2019,Group F,5/03/2019,FBC Melgar,San Lorenzo de Almagro,0,0
2018,Final,9/12/2018,River Plate,Boca Juniors,3,1
2018,Final,11/11/2018,Boca Juniors,River Plate,2,2
2018,Semifinal,1/11/2018,Palmeiras,Boca Juniors,2,2
2018,Semifinal,31/10/2018,Grêmio,River Plate,1,2
2018,Semifinal,25/10/2018,Boca Juniors,Palmeiras,2,0
2018,Semifinal,24/10/2018,River Plate,Grêmio,0,1
2018,Quarterfinal,5/10/2018,Cruzeiro,Boca Juniors,1,1
2018,Quarterfinal,4/10/2018,Palmeiras,Colo Colo,2,0
2018,Quarterfinal,3/10/2018,River Plate,Independiente,3,1
2018,Quarterfinal,3/10/2018,Grêmio,Atlético Tucumán,4,0
2018,Quarterfinal,21/09/2018,Colo Colo,Palmeiras,0,2
2018,Quarterfinal,20/09/2018,Independiente,River Plate,0,0
2018,Quarterfinal,20/09/2018,Boca Juniors,Cruzeiro,2,0
2018,Quarterfinal,19/09/2018,Atlético Tucumán,Grêmio,0,2
2018,Round of 16,31/08/2018,Libertad,Boca Juniors,2,4
2018,Round of 16,31/08/2018,Palmeiras,Cerro Porteño,0,1
2018,Round of 16,30/08/2018,Corinthians,Colo Colo,2,1
2018,Round of 16,30/08/2018,Cruzeiro,Flamengo,0,1
2018,Round of 16,30/08/2018,River Plate,Racing Club,3,0
2018,Round of 16,29/08/2018,Atlético Nacional,Atlético Tucumán,1,0
2018,Round of 16,29/08/2018,Grêmio,Estudiantes de la Plata,2,1
2018,Round of 16,29/08/2018,Santos FC,Independiente,0,0
2018,Round of 16,22/08/2018,Independiente,Santos FC,3,0
2018,Round of 16,10/08/2018,Atlético Tucumán,Atlético Nacional,2,0
2018,Round of 16,10/08/2018,Racing Club,River Plate,0,0
2018,Round of 16,10/08/2018,Cerro Porteño,Palmeiras,0,2
2018,Round of 16,9/08/2018,Boca Juniors,Libertad,2,0
2018,Round of 16,9/08/2018,Colo Colo,Corinthians,1,0
2018,Round of 16,9/08/2018,Flamengo,Cruzeiro,0,2
2018,Round of 16,8/08/2018,Estudiantes de la Plata,Grêmio,2,1
2018,Group B,25/05/2018,Atlético Nacional,Colo Colo,0,0
2018,Group B,25/05/2018,Bolívar,Delfin SC,2,1
2018,Group F,25/05/2018,Santos FC,Cusco FC,0,0
2018,Group F,25/05/2018,Estudiantes de la Plata,Nacional,3,1
2018,Group G,25/05/2018,Independiente,Deportivo Lara,2,0
2018,Group G,25/05/2018,Corinthians,Millonarios,0,1
2018,Group A,24/05/2018,Cerro Porteño,Monagas SC,3,2
2018,Group A,24/05/2018,Grêmio,Defensor Sporting,1,0
2018,Group D,24/05/2018,River Plate,Flamengo,0,0
2018,Group D,24/05/2018,Emelec,Santa Fe,0,3
2018,Group E,23/05/2018,Cruzeiro,Racing Club,2,1
2018,Group E,23/05/2018,Universidad de Chile,Stellenbosch FC,0,2
2018,Group C,18/05/2018,Peñarol,The Strongest,2,0
2018,Group C,18/05/2018,Libertad,Atlético Tucumán,0,0
2018,Group G,18/05/2018,Millonarios,Independiente,1,1
2018,Group G,18/05/2018,Deportivo Lara,Corinthians,2,7
2018,Group D,17/05/2018,Flamengo,Emelec,2,0
2018,Group H,17/05/2018,Boca Juniors,Alianza Lima,5,0
2018,Group H,17/05/2018,Palmeiras,Junior FC,3,1
2018,Group A,16/05/2018,Defensor Sporting,Cerro Porteño,0,1
2018,Group A,16/05/2018,Monagas SC,Grêmio,1,2
2018,Group B,16/05/2018,Delfin SC,Atlético Nacional,1,0
2018,Group B,16/05/2018,Colo Colo,Bolívar,2,0
2018,Group C,4/05/2018,The Strongest,Libertad,1,3
2018,Group D,4/05/2018,Santa Fe,River Plate,0,1
2018,Group E,4/05/2018,Racing Club,Universidad de Chile,1,0
2018,Group H,4/05/2018,Alianza Lima,Palmeiras,1,3
2018,Group B,3/05/2018,Delfin SC,Colo Colo,1,2
2018,Group C,3/05/2018,Atlético Tucumán,Peñarol,1,0
2018,Group E,3/05/2018,Stellenbosch FC,Cruzeiro,0,4
2018,Group G,3/05/2018,Corinthians,Independiente,1,2
2018,Group H,3/05/2018,Junior FC,Boca Juniors,1,1
2018,Group A,2/05/2018,Grêmio,Cerro Porteño,5,0
2018,Group F,2/05/2018,Nacional,Santos FC,1,0
2018,Group F,2/05/2018,Cusco FC,Estudiantes de la Plata,0,0
2018,Group C,27/04/2018,Peñarol,Libertad,2,0
2018,Group D,27/04/2018,River Plate,Emelec,2,1
2018,Group E,27/04/2018,Stellenbosch FC,Racing Club,1,1
2018,Group E,27/04/2018,Cruzeiro,Universidad de Chile,7,0
2018,Group H,27/04/2018,Junior FC,Alianza Lima,1,0
2018,Group A,26/04/2018,Monagas SC,Defensor Sporting,1,0
2018,Group C,26/04/2018,Atlético Tucumán,The Strongest,3,0
2018,Group D,26/04/2018,Santa Fe,Flamengo,0,0
2018,Group F,26/04/2018,Nacional,Cusco FC,4,0
2018,Group H,26/04/2018,Boca Juniors,Palmeiras,0,2
2018,Group B,25/04/2018,Atlético Nacional,Bolívar,4,1
2018,Group F,25/04/2018,Santos FC,Estudiantes de la Plata,2,0
2018,Group G,25/04/2018,Deportivo Lara,Millonarios,2,1
2018,Group D,20/04/2018,Emelec,River Plate,0,1
2018,Group E,20/04/2018,Racing Club,Stellenbosch FC,4,0
2018,Group E,20/04/2018,Universidad de Chile,Cruzeiro,0,0
2018,Group H,20/04/2018,Alianza Lima,Junior FC,0,2
2018,Group C,19/04/2018,Libertad,Peñarol,2,1
2018,Group C,19/04/2018,The Strongest,Atlético Tucumán,1,2
2018,Group D,19/04/2018,Flamengo,Santa Fe,1,1
2018,Group G,19/04/2018,Independiente,Corinthians,0,1
2018,Group A,18/04/2018,Cerro Porteño,Grêmio,0,0
2018,Group A,18/04/2018,Defensor Sporting,Monagas SC,3,1
2018,Group G,18/04/2018,Millonarios,Deportivo Lara,4,0
2018,Group H,12/04/2018,Palmeiras,Boca Juniors,1,1
2018,Group B,6/04/2018,Bolívar,Atlético Nacional,1,0
2018,Group B,6/04/2018,Colo Colo,Delfin SC,0,2
2018,Group D,6/04/2018,River Plate,Santa Fe,0,0
2018,Group F,6/04/2018,Estudiantes de la Plata,Santos FC,0,1
2018,Group A,5/04/2018,Grêmio,Monagas SC,4,0
2018,Group C,5/04/2018,Peñarol,Atlético Tucumán,3,1
2018,Group E,5/04/2018,Cruzeiro,Stellenbosch FC,0,0
2018,Group H,5/04/2018,Boca Juniors,Junior FC,1,0
2018,Group C,4/04/2018,Libertad,The Strongest,3,0
2018,Group E,4/04/2018,Universidad de Chile,Racing Club,1,1
2018,Group F,4/04/2018,Cusco FC,Nacional,0,0
2018,Group H,4/04/2018,Palmeiras,Alianza Lima,2,0
2018,Group G,16/03/2018,Independiente,Millonarios,1,0
2018,Group B,15/03/2018,Atlético Nacional,Delfin SC,4,0
2018,Group C,15/03/2018,The Strongest,Peñarol,1,0
2018,Group D,15/03/2018,Emelec,Flamengo,1,2
2018,Group F,15/03/2018,Santos FC,Nacional,3,1
2018,Group G,15/03/2018,Corinthians,Deportivo Lara,2,0
2018,Group A,14/03/2018,Cerro Porteño,Defensor Sporting,2,1
2018,Group B,14/03/2018,Bolívar,Colo Colo,1,1
2018,Group E,14/03/2018,Stellenbosch FC,Universidad de Chile,0,1
2018,Group F,14/03/2018,Estudiantes de la Plata,Cusco FC,3,0
2018,Group C,13/03/2018,Atlético Tucumán,Libertad,0,2
2018,Group H,2/03/2018,Alianza Lima,Boca Juniors,0,0
2018,Group H,2/03/2018,Junior FC,Palmeiras,0,3
2018,Group B,1/03/2018,Delfin SC,Bolívar,1,1
2018,Group D,1/03/2018,Flamengo,River Plate,2,2
2018,Group D,1/03/2018,Santa Fe,Emelec,1,1
2018,Group F,1/03/2018,Cusco FC,Santos FC,2,0
2018,Group G,1/03/2018,Deportivo Lara,Independiente,1,0
2018,Group G,1/03/2018,Millonarios,Corinthians,0,0
2018,Group B,28/02/2018,Colo Colo,Atlético Nacional,0,1
2018,Group E,28/02/2018,Racing Club,Cruzeiro,4,2
2018,Group F,28/02/2018,Nacional,Estudiantes de la Plata,0,0
2018,Group A,27/02/2018,Defensor Sporting,Grêmio,1,1
2018,Group A,27/02/2018,Monagas SC,Cerro Porteño,0,2
2017,Final,30/11/2017,Lanús,Grêmio,1,2
2017,Final,23/11/2017,Grêmio,Lanús,1,0
2017,Semifinal,2/11/2017,Grêmio,Barcelona SC,0,1
2017,Semifinal,1/11/2017,Lanús,River Plate,4,2
2017,Semifinal,26/10/2017,Barcelona SC,Grêmio,0,3
2017,Semifinal,24/10/2017,River Plate,Lanús,1,0
2017,Quarterfinal,22/09/2017,River Plate,Jorge Wilstermann,8,0
2017,Quarterfinal,22/09/2017,Lanús,San Lorenzo de Almagro,2,0
2017,Quarterfinal,21/09/2017,Santos FC,Barcelona SC,0,1
2017,Quarterfinal,21/09/2017,Grêmio,Botafogo FR,1,0
2017,Quarterfinal,15/09/2017,Jorge Wilstermann,River Plate,3,0
2017,Quarterfinal,14/09/2017,Barcelona SC,Santos FC,1,1
2017,Quarterfinal,14/09/2017,Botafogo FR,Grêmio,0,0
2017,Quarterfinal,14/09/2017,San Lorenzo de Almagro,Lanús,2,0
2017,Round of 16,11/08/2017,Botafogo FR,Nacional,2,0
2017,Round of 16,11/08/2017,Santos FC,Atlético PR,1,0
2017,Round of 16,11/08/2017,San Lorenzo de Almagro,Emelec,0,1
2017,Round of 16,10/08/2017,Grêmio,Godoy Cruz Antonio Tomba,2,1
2017,Round of 16,10/08/2017,Atlético Mineiro,Jorge Wilstermann,0,0
2017,Round of 16,10/08/2017,Palmeiras,Barcelona SC,1,0
2017,Round of 16,9/08/2017,River Plate,Guaraní,1,1
2017,Round of 16,9/08/2017,Lanús,The Strongest,1,0
2017,Round of 16,7/07/2017,Emelec,San Lorenzo de Almagro,0,1
2017,Round of 16,7/07/2017,Nacional,Botafogo FR,0,1
2017,Round of 16,7/07/2017,The Strongest,Lanús,1,1
2017,Round of 16,6/07/2017,Atlético PR,Santos FC,2,3
2017,Round of 16,6/07/2017,Barcelona SC,Palmeiras,1,0
2017,Round of 16,6/07/2017,Jorge Wilstermann,Atlético Mineiro,1,0
2017,Round of 16,5/07/2017,Godoy Cruz Antonio Tomba,Grêmio,0,1
2017,Round of 16,5/07/2017,Guaraní,River Plate,0,2
2017,Group A,26/05/2017,Atlético Nacional,Barcelona SC,3,1
2017,Group A,26/05/2017,Estudiantes de la Plata,Botafogo FR,1,0
2017,Group C,26/05/2017,Emelec,FBC Melgar,3,0
2017,Group C,26/05/2017,River Plate,Independiente Medellín,1,2
2017,Group H,26/05/2017,Grêmio,Zamora FC,4,0
2017,Group H,26/05/2017,Guaraní,Deportes Iquique,0,0
2017,Group E,25/05/2017,Palmeiras,Atlético Tucumán,3,1
2017,Group E,25/05/2017,Peñarol,Jorge Wilstermann,2,0
2017,Group B,24/05/2017,Santos FC,Sporting Cristal,4,0
2017,Group B,24/05/2017,Santa Fe,The Strongest,1,1
2017,Group G,24/05/2017,Chapecoense AF,Zulia,2,1
2017,Group G,24/05/2017,Nacional,Lanús,0,1
2017,Group A,19/05/2017,Botafogo FR,Atlético Nacional,1,0
2017,Group A,19/05/2017,Barcelona SC,Estudiantes de la Plata,0,3
2017,Group C,19/05/2017,FBC Melgar,River Plate,2,3
2017,Group B,18/05/2017,The Strongest,Santos FC,1,1
2017,Group B,18/05/2017,Sporting Cristal,Santa Fe,0,2
2017,Group D,18/05/2017,Universidad Católica,Atlético PR,2,3
2017,Group D,18/05/2017,San Lorenzo de Almagro,Flamengo,2,1
2017,Group G,18/05/2017,Lanús,Chapecoense AF,1,2
2017,Group C,17/05/2017,Independiente Medellín,Emelec,1,2
2017,Group F,17/05/2017,Atlético Mineiro,Godoy Cruz Antonio Tomba,4,1
2017,Group F,17/05/2017,Libertad,Sport Boys Warnes,1,1
2017,Group G,17/05/2017,Zulia,Nacional,0,0
2017,Group C,11/05/2017,River Plate,Emelec,1,1
2017,Group B,5/05/2017,Santos FC,Santa Fe,3,2
2017,Group B,5/05/2017,The Strongest,Sporting Cristal,5,1
2017,Group F,5/05/2017,Godoy Cruz Antonio Tomba,Libertad,1,1
2017,Group H,5/05/2017,Zamora FC,Guaraní,1,3
2017,Group D,4/05/2017,Atlético PR,San Lorenzo de Almagro,0,3
2017,Group D,4/05/2017,Flamengo,Universidad Católica,3,1
2017,Group E,4/05/2017,Jorge Wilstermann,Palmeiras,3,2
2017,Group F,4/05/2017,Sport Boys Warnes,Atlético Mineiro,1,5
2017,Group H,4/05/2017,Deportes Iquique,Grêmio,2,1
2017,Group A,3/05/2017,Atlético Nacional,Estudiantes de la Plata,4,1
2017,Group A,3/05/2017,Botafogo FR,Barcelona SC,0,2
2017,Group E,3/05/2017,Atlético Tucumán,Peñarol,2,1
2017,Group C,28/04/2017,Emelec,River Plate,1,2
2017,Final,28/04/2017,Sport Boys Warnes,Godoy Cruz Antonio Tomba,1,3
2017,Group G,28/04/2017,Nacional,Chapecoense AF,3,0
2017,Group G,28/04/2017,Zulia,Lanús,1,1
2017,Group H,28/04/2017,Grêmio,Guaraní,4,1
2017,Group C,27/04/2017,FBC Melgar,Independiente Medellín,1,2
2017,Group D,27/04/2017,Atlético PR,Flamengo,2,1
2017,Group E,27/04/2017,Peñarol,Palmeiras,2,3
2017,Final,27/04/2017,Atlético Mineiro,Libertad,2,0
2017,Group D,26/04/2017,San Lorenzo de Almagro,Universidad Católica,2,1
2017,Group E,26/04/2017,Atlético Tucumán,Jorge Wilstermann,2,1
2017,Group H,25/04/2017,Deportes Iquique,Zamora FC,4,3
2017,Group A,21/04/2017,Barcelona SC,Botafogo FR,1,1
2017,Group C,21/04/2017,Independiente Medellín,FBC Melgar,2,0
2017,Group F,21/04/2017,Godoy Cruz Antonio Tomba,Sport Boys Warnes,2,0
2017,Group H,21/04/2017,Guaraní,Grêmio,1,1
2017,Group A,20/04/2017,Estudiantes de la Plata,Atlético Nacional,1,0
2017,Group B,20/04/2017,Santa Fe,Santos FC,0,0
2017,Group F,20/04/2017,Libertad,Atlético Mineiro,1,0
2017,Group H,20/04/2017,Zamora FC,Deportes Iquique,1,4
2017,Group B,19/04/2017,Sporting Cristal,The Strongest,0,0
2017,Group G,19/04/2017,Chapecoense AF,Nacional,1,1
2017,Group G,19/04/2017,Lanús,Zulia,5,0
2017,Group A,14/04/2017,Atlético Nacional,Botafogo FR,0,2
2017,Group C,14/04/2017,River Plate,FBC Melgar,4,2
2017,Group C,14/04/2017,Emelec,Independiente Medellín,1,0
2017,Group D,14/04/2017,Atlético Mineiro,Sport Boys Warnes,5,2
2017,Group D,13/04/2017,Universidad Católica,San Lorenzo de Almagro,1,1
2017,Group D,13/04/2017,Flamengo,Atlético PR,2,1
2017,Group E,13/04/2017,Palmeiras,Peñarol,3,2
2017,Group H,13/04/2017,Guaraní,Zamora FC,3,1
2017,Group A,12/04/2017,Estudiantes de la Plata,Barcelona SC,0,2
2017,Group D,12/04/2017,Libertad,Godoy Cruz Antonio Tomba,1,2
2017,Group E,12/04/2017,Jorge Wilstermann,Atlético Tucumán,2,1
2017,Group H,12/04/2017,Grêmio,Deportes Iquique,3,2
2017,Group B,17/03/2017,Santos FC,The Strongest,2,0
2017,Group B,17/03/2017,Santa Fe,Sporting Cristal,3,0
2017,Group E,17/03/2017,Peñarol,Atlético Tucumán,2,1
2017,Group C,16/03/2017,Independiente Medellín,River Plate,1,3
2017,Group D,16/03/2017,Universidad Católica,Flamengo,1,0
2017,Group E,16/03/2017,Palmeiras,Jorge Wilstermann,1,0
2017,Group G,16/03/2017,Chapecoense AF,Lanús,1,3
2017,Group A,15/03/2017,Barcelona SC,Atlético Nacional,2,1
2017,Group A,15/03/2017,Botafogo FR,Estudiantes de la Plata,2,1
2017,Group D,15/03/2017,San Lorenzo de Almagro,Atlético PR,0,1
2017,Group G,15/03/2017,Nacional,Zulia,0,1
2017,Group C,14/03/2017,FBC Melgar,Emelec,1,0
2017,Group B,10/03/2017,Sporting Cristal,Santos FC,1,1
2017,Group B,10/03/2017,The Strongest,Santa Fe,2,0
2017,Group G,10/03/2017,Lanús,Nacional,0,1
2017,Group D,9/03/2017,Flamengo,San Lorenzo de Almagro,4,0
2017,Group E,9/03/2017,Atlético Tucumán,Palmeiras,1,1
2017,Group H,9/03/2017,Zamora FC,Grêmio,0,2
2017,Group D,8/03/2017,Atlético PR,Universidad Católica,2,2
2017,Group F,8/03/2017,Godoy Cruz Antonio Tomba,Atlético Mineiro,1,1
2017,Group F,8/03/2017,Sport Boys Warnes,Libertad,3,3
2017,Group G,8/03/2017,Zulia,Chapecoense AF,1,2
2017,Group E,7/03/2017,Jorge Wilstermann,Peñarol,6,2
2017,Group H,7/03/2017,Deportes Iquique,Guaraní,0,1
2017,Qualifying Match,24/02/2017,The Strongest,Unión Española,5,0
2017,Qualifying Match,23/02/2017,Deportivo Capiatá,Atlético PR,0,1
2017,Qualifying Match,23/02/2017,Olimpia,Botafogo FR,1,0
2017,Qualifying Match,23/02/2017,Atlético Tucumán,Junior FC,3,1
2017,Qualifying Match,17/02/2017,Unión Española,The Strongest,1,1
2017,Qualifying Match,16/02/2017,Botafogo FR,Olimpia,1,0
2017,Qualifying Match,16/02/2017,Junior FC,Atlético Tucumán,1,0
2017,Qualifying Match,16/02/2017,Atlético PR,Deportivo Capiatá,3,3
2016,Final,28/07/2016,Atlético Nacional,Independiente,1,0
2016,Final,21/07/2016,Independiente,Atlético Nacional,1,1
2016,Semifinal,15/07/2016,Boca Juniors,Independiente,2,3
2016,Semifinal,14/07/2016,Atlético Nacional,São Paulo,2,1
2016,Semifinal,8/07/2016,Independiente,Boca Juniors,2,1
2016,Semifinal,7/07/2016,São Paulo,Atlético Nacional,0,2
2016,Quarterfinal,25/05/2016,Pumas UNAM,Independiente,2,1
2016,Quarterfinal,20/05/2016,Boca Juniors,Nacional,1,1
2016,Quarterfinal,20/05/2016,Atlético Nacional,Rosario Central,3,1
2016,Quarterfinal,19/05/2016,Atlético Mineiro,São Paulo,2,1
2016,Quarterfinal,18/05/2016,Independiente,Pumas UNAM,2,1
2016,Quarterfinal,13/05/2016,Rosario Central,Atlético Nacional,1,0
2016,Quarterfinal,13/05/2016,Nacional,Boca Juniors,1,1
2016,Quarterfinal,12/05/2016,São Paulo,Atlético Mineiro,1,0
2016,Round of 16,6/05/2016,Boca Juniors,Cerro Porteño,3,1
2016,Round of 16,6/05/2016,Rosario Central,Grêmio,3,0
2016,Round of 16,5/05/2016,Atlético Mineiro,Racing Club,2,1
2016,Round of 16,5/05/2016,Corinthians,Nacional,2,2
2016,Round of 16,5/05/2016,River Plate,Independiente,1,0
2016,Round of 16,5/05/2016,Toluca FC,São Paulo,3,1
2016,Round of 16,4/05/2016,Atlético Nacional,Huracán,4,2
2016,Round of 16,4/05/2016,Pumas UNAM,Deportivo Táchira,2,0
2016,Round of 16,29/04/2016,Cerro Porteño,Boca Juniors,1,2
2016,Round of 16,29/04/2016,Independiente,River Plate,2,0
2016,Round of 16,29/04/2016,São Paulo,Toluca FC,4,0
2016,Round of 16,28/04/2016,Racing Club,Atlético Mineiro,0,0
2016,Round of 16,28/04/2016,Nacional,Corinthians,0,0
2016,Round of 16,28/04/2016,Grêmio,Rosario Central,0,1
2016,Round of 16,27/04/2016,Huracán,Atlético Nacional,0,0
2016,Round of 16,27/04/2016,Deportivo Táchira,Pumas UNAM,1,0
2016,Group A,22/04/2016,River Plate,Trujillanos FC,4,3
2016,Group A,22/04/2016,The Strongest,São Paulo,1,1
2016,Group C,21/04/2016,Bolívar,Racing Club,1,1
2016,Group C,21/04/2016,Boca Juniors,Deportivo Cali,6,2
2016,Group H,21/04/2016,Cerro Porteño,Santa Fe,1,0
2016,Group H,21/04/2016,Corinthians,Cobresal,6,0
2016,Group D,20/04/2016,Atlético Nacional,Huracán,0,0
2016,Group D,20/04/2016,Peñarol,Sporting Cristal,4,3
2016,Group F,20/04/2016,Grêmio,Toluca FC,1,0
2016,Group F,20/04/2016,San Lorenzo de Almagro,LDU de Quito,1,1
2016,Group B,15/04/2016,Palmeiras,River Plate,4,0
2016,Group B,15/04/2016,Nacional,Rosario Central,0,2
2016,Group C,15/04/2016,Deportivo Cali,Bolívar,1,1
2016,Group E,15/04/2016,Atlético Mineiro,FBC Melgar,4,0
2016,Group E,15/04/2016,Colo Colo,Independiente,0,0
2016,Group A,14/04/2016,São Paulo,River Plate,2,1
2016,Group C,14/04/2016,Racing Club,Boca Juniors,0,1
2016,Group F,14/04/2016,LDU de Quito,Grêmio,2,3
2016,Group G,14/04/2016,Olimpia,Deportivo Táchira,4,0
2016,Group G,14/04/2016,Emelec,Pumas UNAM,2,3
2016,Group A,13/04/2016,Trujillanos FC,The Strongest,2,1
2016,Group D,13/04/2016,Sporting Cristal,Atlético Nacional,0,1
2016,Group D,13/04/2016,Huracán,Peñarol,0,0
2016,Group F,13/04/2016,Toluca FC,San Lorenzo de Almagro,2,1
2016,Group H,13/04/2016,Cobresal,Cerro Porteño,2,0
2016,Group B,8/04/2016,River Plate,Nacional,2,2
2016,Group C,8/04/2016,Boca Juniors,Bolívar,3,1
2016,Group C,8/04/2016,Racing Club,Deportivo Cali,4,2
2016,Group E,8/04/2016,FBC Melgar,Colo Colo,1,2
2016,Group A,7/04/2016,River Plate,The Strongest,6,0
2016,Group B,7/04/2016,Rosario Central,Palmeiras,3,3
2016,Group E,7/04/2016,Independiente,Atlético Mineiro,3,2
2016,Group G,7/04/2016,Pumas UNAM,Olimpia,4,1
2016,Group H,7/04/2016,Santa Fe,Corinthians,1,1
2016,Group A,6/04/2016,São Paulo,Trujillanos FC,6,0
2016,Group D,6/04/2016,Huracán,Sporting Cristal,4,2
2016,Group F,6/04/2016,Toluca FC,LDU de Quito,2,1
2016,Group G,6/04/2016,Deportivo Táchira,Emelec,1,0
2016,Group B,18/03/2016,Nacional,Palmeiras,1,0
2016,Group C,18/03/2016,Deportivo Cali,Racing Club,2,2
2016,Group G,18/03/2016,Pumas UNAM,Deportivo Táchira,4,1
2016,Group B,17/03/2016,River Plate,Rosario Central,1,3
2016,Group E,17/03/2016,Atlético Mineiro,Colo Colo,3,0
2016,Group G,17/03/2016,Olimpia,Emelec,4,2
2016,Group H,17/03/2016,Corinthians,Cerro Porteño,2,0
2016,Group A,16/03/2016,The Strongest,River Plate,1,1
2016,Group A,16/03/2016,Trujillanos FC,São Paulo,1,1
2016,Group D,16/03/2016,Peñarol,Atlético Nacional,0,4
2016,Group F,16/03/2016,San Lorenzo de Almagro,Grêmio,1,1
2016,Group E,15/03/2016,Independiente,FBC Melgar,2,0
2016,Group H,15/03/2016,Santa Fe,Cobresal,3,0
2016,Group C,11/03/2016,Bolívar,Boca Juniors,1,1
2016,Group E,11/03/2016,Colo Colo,Atlético Mineiro,0,0
2016,Group F,11/03/2016,LDU de Quito,Toluca FC,1,2
2016,Group A,10/03/2016,River Plate,São Paulo,1,1
2016,Group B,10/03/2016,Palmeiras,Nacional,1,2
